"","BirdID","Status","BreedGroupID","Mate","NoFeeds","FeedsPerHour","NestWatchID","WatchDate","Month","Year2","TerritoryID","ObsDuration","LastBTO","SexEstimate","TerritoryNumber","TQ","Observer","LastColourRing","Island","NoH","StartTime","NestNumber","SumOfFeedsPerHour","NestID","Helper01","TotalFeeds","TotalFeedsPerHour","ClutchSize","BroodSize","NoFledglings","X.UkUR","WatchType","TQcorrected","FieldPeriodID","FPID_Month","MonthlyInsects","AvgOfTQcorrected","TQc_Combined","AnnualInsects","No_M_H","No_F_H","GroupSize","MateID","TID","BGID","NID","NWID","Obs","Year","FeedsHour","LogFeedsPerHour","sqrtFeedsPerHour","NoOffspring"
"182","609","BrM",2221,199,6,6,1262,2019-07-13,"7",1996,41,60,"J854316",1,30,0.165792252,"JK","OB/RX","CN",1,"14:08",1,29,2169,"1",29,29,1,1,1,0,"F",14969.12714,21,"21_7",3174,NA,14969.12714,5.504502192,0,1,5,"199","41","2221","2169","1262","JK","1996",6,1.79175946922805,2.44948974278318,1
"183","609","BrM",473,199,7,4.666666667,762,2020-08-27,"8",2003,42,90,"J854316",1,30.1,-0.047255493,"CE","OB/RX","CN",2,"15:30",2,25.33333333,743,"1",38,25.33333333,2,1,1,0,"F",48432.35657,30,"30_8",1209,NA,48432.35657,3.656860326,1,1,4,"199","42","473","743","762","CE","2003",4.66666666666667,1.54044504094715,2.16024689954644,1
"184","609","BrM",37,199,11,7.333333333,353,2019-08-08,"8",1997,42,90,"J854316",1,30.1,-0.047255493,"KB","OB/RX","CN",1,"14:05",1,27.33333333,41,"1",41,27.33333333,2,1,0,4.87804878,"FI",43460.40995,22,"22_8",1134,NA,43460.40995,6.349060431,0,1,4,"199","42","37","41","353","KB","1997",7.33333333333333,1.99243016469021,2.70801280148377,1
"186","628","BrF",237,1037,3,3,406,2019-08-23,"8",1998,76,60,"J854337",0,52,0.247109923,"KB","PB/RX","CN",0,"09:36",1,9,266,"0",9,9,2,1,0,0,"FI",48982.56457,25,"25_8",2294,NA,48982.56457,3.409097045,0,0,3,"1037","76","237","266","406","KB","1998",3,1.09861228866811,1.73205080756888,1
"187","628","BrF",237,1037,8,8,405,2019-08-21,"8",1998,76,60,"J854337",0,52,0.247109923,"DD","PB/RX","CN",0,"15:20",1,16,266,"0",16,16,2,1,0,0,"FI",48982.56457,25,"25_8",2294,NA,48982.56457,3.409097045,0,0,3,"1037","76","237","266","405","DD","1998",8,2.07944154167984,2.82842712474619,1
"189","628","BrF",398,1037,9,9,1183,2019-08-04,"8",1999,76,60,"J854337",0,52,0.247109923,"KB","PB/RX","CN",0,"16:40",2,18,491,"0",18,18,1,1,1,0,"F",83653.42414,28,"28_8",1840,NA,83653.42414,5.123570615,0,0,3,"1037","76","398","491","1183","KB","1999",9,2.19722457733622,3,1
"193","628","BrF",2245,0,15,15,624,2019-08-07,"8",1996,76,60,"J854337",0,52,0.247109923,"PE","PB/RX","CN",0,"15:30",2,20,2890,"0",20,20,1,1,0,0,"F",52978.17782,21,"21_8",2490,NA,52978.17782,5.504502192,0,0,2,"0","76","2245","2890","624","PE","1996",15,2.70805020110221,3.87298334620742,1
"194","628","BrF",62,1037,21,14,341,2019-07-27,"7",1997,76,90,"J854337",0,52,0.247109923,"KB","PB/RX","CN",1,"14:33",1,30,76,"1",45,30,1,1,1,0,"FI",55154.12118,22,"22_7",2502,NA,55154.12118,6.349060431,1,0,3,"1037","76","62","76","341","KB","1997",14,2.63905732961526,3.74165738677394,1
"195","628","BrF",62,1037,21,14,354,2019-08-09,"8",1997,76,90,"J854337",0,52,0.247109923,"KB","PB/RX","CN",1,"07:05",1,26.66666667,76,"1",40,26.66666667,1,1,1,0,"F",55154.12118,22,"22_8",1134,NA,55154.12118,6.349060431,1,0,3,"1037","76","62","76","354","KB","1997",14,2.63905732961526,3.74165738677394,1
"201","634","BrM",116,524,7,7,361,2019-08-18,"8",1997,171,60,"J854343",1,114,-0.22199493,"KB","OW/RX","CN",0,"09:10",2,10,21,"0",10,10,1,1,0,0,"FI",62505.40514,22,"22_8",1134,NA,62505.40514,6.349060431,0,0,2,"524","171","116","21","361","KB","1997",7,1.94591014905531,2.64575131106459,1
"202","634","BrM",2299,524,8,8,594,2019-07-13,"7",1996,171,60,"J854343",1,114,-0.22199493,"JK","OW/RX","CN",1,"10:48",1,15,1603,"1",15,15,1,1,0,0,"FI",54097.77925,21,"21_7",3174,NA,54097.77925,5.504502192,1,0,3,"524","171","2299","1603","594","JK","1996",8,2.07944154167984,2.82842712474619,1
"203","524","BrF",2299,634,0,0,613,2019-07-13,"7",1996,171,60,"J368431",0,114,-0.22199493,"PE","WY/RX","CN",1,"12:45",1,11,1603,"1",11,11,1,1,0,0,"FI",54097.77925,21,"21_7",3174,NA,54097.77925,5.504502192,1,0,3,"634","171","2299","1603","613","PE","1996",0,-Inf,0,1
"204","634","BrM",2299,524,9,9,613,2019-07-13,"7",1996,171,60,"J854343",1,114,-0.22199493,"PE","OW/RX","CN",1,"12:45",1,11,1603,"1",11,11,1,1,0,0,"FI",54097.77925,21,"21_7",3174,NA,54097.77925,5.504502192,1,0,3,"524","171","2299","1603","613","PE","1996",9,2.19722457733622,3,1
"205","634","BrM",279,524,10,10,426,2019-08-31,"8",1998,171,60,"J854343",1,114,-0.22199493,"KB","OW/RX","CN",1,"08:43",5,16,164,"1",16,16,1,1,0,0,"FI",25938.46576,25,"25_8",2294,NA,25938.46576,3.409097045,1,0,3,"524","171","279","164","426","KB","1998",10,2.30258509299405,3.16227766016838,1
"208","635","BrF",163,636,10,10,1272,2019-02-07,"2",1998,102,60,"J854344",0,70,-0.391177333,"KB","VW/RX","CN",0,"10:50",1,16,310,"0",16,16,1,1,1,0,"F",11302.37729,23,"23_2",2471,NA,11302.37729,5.837896569,0,0,2,"636","102","163","310","1272","KB","1998",10,2.30258509299405,3.16227766016838,1
"209","636","BrM",163,635,6,6,1272,2019-02-07,"2",1998,102,60,"J854345",1,70,-0.391177333,"KB","PW/RX","CN",0,"10:50",1,16,310,"0",16,16,1,1,1,0,"F",11302.37729,23,"23_2",2471,NA,11302.37729,5.837896569,0,0,2,"635","102","163","310","1272","KB","1998",6,1.79175946922805,2.44948974278318,1
"215","639","BrF",434,1028,9,9,534,2019-08-20,"8",1999,155,60,"J854348",0,101.1,0.280002467,"MF","EG/RX","CN",0,"09:05",2,15,368,"0",15,15,1,1,0,0,"FI",91471.01656,28,"28_8",1840,NA,91471.01656,5.123570615,0,0,2,"1028","155","434","368","534","MF","1999",9,2.19722457733622,3,1
"216","666","BrF",106,916,7,7,348,2019-08-06,"8",1997,157,60,"J854375",0,102,-0.182041494,"KO","PL/RX","CN",0,"14:15",1,18,7,"0",18,18,1,1,0,0,"FI",20000.13779,22,"22_8",1134,NA,20000.13779,6.349060431,0,0,2,"916","157","106","7","348","KO","1997",7,1.94591014905531,2.64575131106459,1
"217","666","BrF",435,1151,9,9,531,2019-08-05,"8",1999,157,60,"J854375",0,102,-0.182041494,"MF","PL/RX","CN",0,"15:45",1,20,369,"0",20,20,1,1,1,0,"FI",107661.0343,28,"28_8",1840,NA,107661.0343,5.123570615,0,0,2,"1151","157","435","369","531","MF","1999",9,2.19722457733622,3,1
"218","670","BrF",415,1381,6,6,1193,2019-08-16,"8",1999,105,60,"J854379",0,73,-0.131270647,"KB","PE/RX","CN",0,"11:55",2,15,539,"0",15,15,1,1,0,0,"FI",62892.6105,28,"28_8",1840,NA,62892.6105,5.123570615,0,0,2,"1381","105","415","539","1193","KB","1999",6,1.79175946922805,2.44948974278318,1
"219","674","BrM",99,845,4,4,347,2019-08-05,"8",1997,137,60,"J854383",1,93,0.111850481,"KO","NY/RX","CN",0,"15:35",1,12,127,"0",12,12,1,1,0,0,"F",152004.7218,22,"22_8",1134,NA,152004.7218,6.349060431,0,0,2,"845","137","99","127","347","KO","1997",4,1.38629436111989,2,1
"221","675","BrF",94,846,6,6,349,2019-08-07,"8",1997,129,60,"J854384",0,88,-0.011596879,"KO","PO/RX","CN",0,"10:30",1,11,119,"0",11,11,1,1,0,0,"FI",35750.71288,22,"22_8",1134,NA,35750.71288,6.349060431,0,0,2,"846","129","94","119","349","KO","1997",6,1.79175946922805,2.44948974278318,1
"222","774","BrF",261,1198,1,1,1259,2019-08-31,"8",1998,117,60,"J854483",0,82,0.077657789,"DR","BV/EX","CN",0,"08:22",2,5,335,"0",5,5,2,2,0,0,"FI",21453.80648,25,"25_8",2294,NA,21453.80648,3.409097045,0,0,2,"1198","117","261","335","1259","DR","1998",1,0,1,2
"225","823","BrF",2204,562,7,7,583,2019-07-01,"7",1996,13,60,"K278001",0,8,0.230001951,"PE","OO/FX","CN",1,"16:30",1,20,1600,"1",20,20,1,1,0,0,"F",24259.80439,21,"21_7",3174,NA,24259.80439,5.504502192,1,0,3,"562","13","2204","1600","583","PE","1996",7,1.94591014905531,2.64575131106459,1
"229","826","BrF",380,1212,7,7,535,2019-08-28,"8",1999,48,60,"K278004",0,33.1,0.052658031,"MF","ON/EX","CN",2,"16:10",2,27,439,"1",27,27,1,1,1,0,"FI",16032.06395,28,"28_8",1840,NA,16032.06395,5.123570615,1,1,4,"1212","48","380","439","535","MF","1999",7,1.94591014905531,2.64575131106459,1
"230","827","BrF",53,176,5,3.333333333,359,2019-08-09,"8",1997,63,90,"K278005",0,46,0.179861486,"KO","OG/EX","CN",1,"07:20",1,10.66666667,65,"1",16,10.66666667,1,1,0,0,"FI",70000.31357,22,"22_8",1134,NA,70000.31357,6.349060431,1,0,3,"176","63","53","65","359","KO","1997",3.33333333333333,1.20397280432594,1.82574185825927,1
"234","832","BrF",242,523,5,5,408,2019-08-12,"8",1998,83,60,"K278010",0,56,-0.122256295,"KB","OE/EX","CN",0,"11:55",2,11,275,"0",11,11,1,1,1,0,"FI",30959.14,25,"25_8",2294,NA,30959.14,3.409097045,0,0,2,"523","83","242","275","408","KB","1998",5,1.6094379124341,2.23606797749979,1
"236","833","BrF",195,200,3,3,372,2019-08-21,"8",1998,12,60,"K278011",0,7,0.041248086,"KB","PO/EX","CN",0,"08:02",2,9,309,"0",9,9,1,1,0,0,"FI",22741.37143,25,"25_8",2294,NA,22741.37143,3.409097045,0,0,2,"200","12","195","309","372","KB","1998",3,1.09861228866811,1.73205080756888,1
"237","833","BrF",356,200,3,3,1199,2019-08-27,"8",1999,12,60,"K278011",0,7,0.041248086,"KB","PO/EX","CN",0,"16:45",2,12,537,"0",12,12,1,1,1,0,"FI",24047.44853,28,"28_8",1840,NA,24047.44853,5.123570615,0,0,2,"200","12","356","537","1199","KB","1999",3,1.09861228866811,1.73205080756888,1
"239","833","BrF",195,200,4,4,371,2019-08-20,"8",1998,12,60,"K278011",0,7,0.041248086,"KB","PO/EX","CN",0,"10:25",2,10,309,"0",10,10,1,1,0,0,"FI",22741.37143,25,"25_8",2294,NA,22741.37143,3.409097045,0,0,2,"200","12","195","309","371","KB","1998",4,1.38629436111989,2,1
"241","835","BrF",397,1031,9,9,1190,2019-08-13,"8",1999,74,60,"K278013",0,51.1,0.060698643,"KB","WB/EX","CN",0,"15:05",3,18,481,"0",18,18,2,2,1,0,"F",45376.63311,28,"28_8",1840,NA,45376.63311,5.123570615,0,0,2,"1031","74","397","481","1190","KB","1999",9,2.19722457733622,3,2
"242","835","BrF",397,1031,10,10,1180,2019-08-02,"8",1999,74,60,"K278013",0,51.1,0.060698643,"KB","WB/EX","CN",0,"10:25",3,22,481,"0",22,22,2,2,1,0,"FI",45376.63311,28,"28_8",1840,NA,45376.63311,5.123570615,0,0,2,"1031","74","397","481","1180","KB","1999",10,2.30258509299405,3.16227766016838,2
"245","840","BrF",200,597,4,4,380,2019-08-30,"8",1998,20,60,"K278018",0,15,0.225037958,"KB","PB/EX","CN",0,"08:18",3,11,171,"0",11,11,1,1,0,0,"FI",44814.42545,25,"25_8",2294,NA,44814.42545,3.409097045,0,0,2,"597","20","200","171","380","KB","1998",4,1.38629436111989,2,1
"247","840","BrF",362,597,7,7,1186,2019-08-30,"8",1999,20,60,"K278018",0,15,0.225037958,"KB","PB/EX","CN",0,"08:30",3,10,388,"0",10,10,1,1,1,10,"F",30852.67092,28,"28_8",1840,NA,30852.67092,5.123570615,0,0,4,"597","20","362","388","1186","KB","1999",7,1.94591014905531,2.64575131106459,1
"248","840","BrF",200,597,9,9,379,2019-08-29,"8",1998,20,60,"K278018",0,15,0.225037958,"KB","PB/EX","CN",0,"11:05",3,20,171,"0",20,20,1,1,0,0,"FI",44814.42545,25,"25_8",2294,NA,44814.42545,3.409097045,0,0,2,"597","20","200","171","379","KB","1998",9,2.19722457733622,3,1
"249","840","BrF",362,597,9,9,1194,2019-08-17,"8",1999,20,60,"K278018",0,15,0.225037958,"KB","PB/EX","CN",1,"09:30",3,25,388,"1",25,25,1,1,1,0,"FI",30852.67092,28,"28_8",1840,NA,30852.67092,5.123570615,0,1,4,"597","20","362","388","1194","KB","1999",9,2.19722457733622,3,1
"253","1276","BrM",428,845,0,0,529,2019-08-02,"8",1999,137,60,"N021829",1,93,0.111850481,"MF","WV/WX","CN",0,"17:35",1,7,579,"0",7,7,1,1,0,0,"FI",103271.7353,28,"28_8",1840,NA,103271.7353,5.123570615,0,0,2,"845","137","428","579","529","MF","1999",0,-Inf,0,1
"254","845","BrF",428,1276,7,7,529,2019-08-02,"8",1999,137,60,"K278023",0,93,0.111850481,"MF","NP/EX","CN",0,"17:35",1,7,579,"0",7,7,1,1,0,0,"FI",103271.7353,28,"28_8",1840,NA,103271.7353,5.123570615,0,0,2,"1276","137","428","579","529","MF","1999",7,1.94591014905531,2.64575131106459,1
"255","845","BrF",99,674,8,8,347,2019-08-05,"8",1997,137,60,"K278023",0,93,0.111850481,"KO","NP/EX","CN",0,"15:35",1,12,127,"0",12,12,1,1,0,0,"F",152004.7218,22,"22_8",1134,NA,152004.7218,6.349060431,0,0,2,"674","137","99","127","347","KO","1997",8,2.07944154167984,2.82842712474619,1
"257","846","BrM",94,675,5,5,349,2019-08-07,"8",1997,129,60,"K278024",1,88,-0.011596879,"KO","NN/EX","CN",0,"10:30",1,11,119,"0",11,11,1,1,0,0,"FI",35750.71288,22,"22_8",1134,NA,35750.71288,6.349060431,0,0,2,"675","129","94","119","349","KO","1997",5,1.6094379124341,2.23606797749979,1
"260","849","BrM",414,1403,8,8,1178,2019-09-23,"9",1999,101,60,"K278027",1,69,-0.037759841,"MF","NY/EX","CN",1,"10:00",4,23,534,"1",23,23,2,2,1,0,"F",98071.39609,28,"28_9",1830,NA,98071.39609,5.123570615,1,0,3,"1403","101","414","534","1178","MF","1999",8,2.07944154167984,2.82842712474619,2
"262","849","BrM",519,1403,15,10,724,2020-08-08,"8",2003,101,90,"K278027",1,69,-0.037759841,"CE","NY/EX","CN",0,"07:45",1,14,820,"0",21,14,1,1,1,9.523809524,"FI",9518.95378,30,"30_8",1209,NA,9518.95378,3.656860326,0,0,3,"1403","101","519","820","724","CE","2003",10,2.30258509299405,3.16227766016838,1
"265","853","BrF",65,865,8,8,1263,2019-08-06,"8",1997,81,60,"K278031",0,54,-0.065425855,"KB","NV/EX","CN",0,"10:50",1,18,78,"0",18,18,1,1,0,5.555555556,"FI",119205.5446,22,"22_8",1134,NA,119205.5446,6.349060431,0,0,3,"865","81","65","78","1263","KB","1997",8,2.07944154167984,2.82842712474619,1
"266","859","BrF",23,929,12,12,346,2019-08-04,"8",1997,15,60,"K278037",0,10,0.57954231,"KB","WG/EX","CN",0,"14:20",1,19,5,"0",19,19,1,1,0,0,"FI",29661.18915,22,"22_8",1134,NA,29661.18915,6.349060431,0,0,2,"929","15","23","5","346","KB","1997",12,2.484906649788,3.46410161513775,1
"268","865","BrM",65,853,9,9,1263,2019-08-06,"8",1997,81,60,"K278043",1,54,-0.065425855,"KB","GO/EX","CN",0,"10:50",1,18,78,"0",18,18,1,1,0,5.555555556,"FI",119205.5446,22,"22_8",1134,NA,119205.5446,6.349060431,0,0,3,"853","81","65","78","1263","KB","1997",9,2.19722457733622,3,1
"269","866","BrM",68,479,8,8,356,2019-08-12,"8",1997,87,60,"K278044",1,59,-0.26472891,"DR","YO/EX","CN",0,"09:35",1,14,83,"0",14,14,1,1,0,0,"FI",18228.75694,22,"22_8",1134,NA,18228.75694,6.349060431,0,0,2,"479","87","68","83","356","DR","1997",8,2.07944154167984,2.82842712474619,1
"270","868","BrM",199,457,14,14,377,2019-08-16,"8",1998,16,60,"K278046",1,11,-0.068464839,"DR","GN/EX","CN",0,"15:25",1,33,157,"0",33,33,1,1,0,0,"FI",32331.42563,25,"25_8",2294,NA,32331.42563,3.409097045,0,0,2,"457","16","199","157","377","DR","1998",14,2.63905732961526,3.74165738677394,1
"271","868","BrM",199,457,16,16,378,2019-08-23,"8",1998,16,60,"K278046",1,11,-0.068464839,"DR","GN/EX","CN",0,"16:50",1,32,157,"0",32,32,1,1,0,0,"F",32331.42563,25,"25_8",2294,NA,32331.42563,3.409097045,0,0,2,"457","16","199","157","378","DR","1998",16,2.77258872223978,4,1
"272","869","BrF",231,453,5,5,434,2019-08-21,"8",1998,65,60,"K278047",0,46.2,0.039639703,"DD","GG/EX","CN",0,"16:30",2,14,245,"0",14,14,1,1,0,0,"FI",20304.10178,25,"25_8",2294,NA,20304.10178,3.409097045,0,0,2,"453","65","231","245","434","DD","1998",5,1.6094379124341,2.23606797749979,1
"273","869","BrF",231,453,5,5,435,2019-08-23,"8",1998,65,60,"K278047",0,46.2,0.039639703,"DD","GG/EX","CN",0,"15:30",2,16,245,"0",16,16,1,1,0,0,"FI",20304.10178,25,"25_8",2294,NA,20304.10178,3.409097045,0,0,2,"453","65","231","245","435","DD","1998",5,1.6094379124341,2.23606797749979,1
"275","884","BrM",70,168,3,3,362,2019-08-21,"8",1997,89,60,"K278062",1,60,0.072955073,"DR","EY/EX","CN",1,"16:30",1,19,85,"1",19,19,1,1,1,0,"FL",31991.15171,22,"22_8",1134,NA,31991.15171,6.349060431,0,1,3,"168","89","70","85","362","DR","1997",3,1.09861228866811,1.73205080756888,1
"279","890","BrM",31,169,10,10,344,2019-08-02,"8",1997,28,60,"K278068",1,22,-0.204625821,"KB","EN/EX","CN",0,"14:10",1,14,32,"0",14,14,1,1,0,0,"FI",31443.3624,22,"22_8",1134,NA,31443.3624,6.349060431,0,0,2,"169","28","31","32","344","KB","1997",10,2.30258509299405,3.16227766016838,1
"280","911","BrM",4498,1532,4,4,253,2020-08-28,"8",2008,4,60,"K278101",1,3,0.111254051,"ML","BO/FX","CN",2,"15:30",2,13,1846,"1",13,13,1,1,0,0,"FI",2644.843264,87,"87_8",725,NA,2644.843264,2.779036475,2,0,4,"1532","4","4498","1846","253","ML","2008",4,1.38629436111989,2,1
"281","911","BrM",649,1532,5,5,84,2020-08-21,"8",2005,4,60,"K278101",1,3,0.111254051,"CE","BO/FX","CN",1,"14:10",1,17,1062,"1",17,17,1,1,1,0,"F",NA,37,"37_8",1219,23039.05719,23039.05719,3.849363578,1,0,3,"1532","4","649","1062","84","CE","2005",5,1.6094379124341,2.23606797749979,1
"283","911","BrM",4064,1532,8,8,113,2020-02-09,"2",2009,4,60,"K278101",1,3,0.111254051,"MH","BO/FX","CN",0,"12:18",1,14,1606,"0",14,14,1,1,0,0,"F",6593.097978,90,"90_2",1054,NA,6593.097978,4.321269229,0,0,3,"1532","4","4064","1606","113","MH","2009",8,2.07944154167984,2.82842712474619,1
"285","912","BrF",566,1750,4,2.666666667,33,2020-08-21,"8",2004,1,90,"K278102",0,1,-0.149450475,"CE","LO/PX","CN",1,"07:13",1,23.33333333,905,"1",35,23.33333333,2,1,1,0,"FI",6954.190262,34,"34_8",2164,NA,6954.190262,3.188410043,0,1,4,"1750","1","566","905","33","CE","2004",2.66666666666667,0.980829253011726,1.63299316195751,1
"286","912","BrF",444,1348,4,2.666666667,756,2020-08-21,"8",2003,1,90,"K278102",0,1,-0.149450475,"CE","LO/PX","CN",1,"07:13",3,23.33333333,685,"1",35,23.33333333,1,1,1,0,"FI",9916.48616,30,"30_8",1209,NA,9916.48616,3.656860326,0,1,3,"1348","1","444","685","756","CE","2003",2.66666666666667,0.980829253011726,1.63299316195751,1
"287","912","BrF",187,922,4,4,364,2019-08-27,"8",1998,1,60,"K278102",0,1,-0.149450475,"KB","LO/PX","CN",0,"09:20",1,9,137,"0",9,9,2,2,1,0,"FI",16690.65825,25,"25_8",2294,NA,16690.65825,3.409097045,0,0,2,"922","1","187","137","364","KB","1998",4,1.38629436111989,2,2
"288","912","BrF",187,922,6,6,365,2019-08-28,"8",1998,1,60,"K278102",0,1,-0.149450475,"KB","LO/PX","CN",0,"09:30",1,10,137,"0",10,10,2,2,1,0,"FI",16690.65825,25,"25_8",2294,NA,16690.65825,3.409097045,0,0,2,"922","1","187","137","365","KB","1998",6,1.79175946922805,2.44948974278318,2
"289","912","BrF",349,922,9,9,1188,2019-09-03,"9",1999,1,60,"K278102",0,1,-0.149450475,"KB","LO/PX","CN",0,"09:55",4,13,365,"0",13,13,2,1,1,7.692307692,"FI",14826.65848,28,"28_9",1830,NA,14826.65848,5.123570615,0,0,3,"922","1","349","365","1188","KB","1999",9,2.19722457733622,3,1
"291","912","BrF",566,1750,12,8,41,2020-08-28,"8",2004,1,90,"K278102",0,1,-0.149450475,"LB","LO/PX","CN",1,"08:12",1,37.33333333,905,"1",56,37.33333333,2,1,1,3.571428571,"FI",6954.190262,34,"34_8",2164,NA,6954.190262,3.188410043,0,1,4,"1750","1","566","905","41","LB","2004",8,2.07944154167984,2.82842712474619,1
"292","912","BrF",349,922,15,15,1175,2019-09-11,"9",1999,1,60,"K278102",0,1,-0.149450475,"MF","LO/PX","CN",0,"08:15",4,23,365,"0",23,23,2,1,1,0,"F",14826.65848,28,"28_9",1830,NA,14826.65848,5.123570615,0,0,3,"922","1","349","365","1175","MF","1999",15,2.70805020110221,3.87298334620742,1
"293","912","BrF",15,922,16,10.66666667,351,2019-08-09,"8",1997,1,90,"K278102",0,1,-0.149450475,"DR","LO/PX","CN",1,"15:00",2,27.33333333,3,"1",41,27.33333333,2,1,0,2.43902439,"FI",21371.30252,22,"22_8",1134,NA,21371.30252,6.349060431,0,1,3,"922","1","15","3","351","DR","1997",10.6666666666667,2.36712361413162,3.26598632422121,1
"294","914","BrF",417,1040,8,8,1185,2019-08-05,"8",1999,109,60,"K278104",0,76,-0.106813194,"KB","BO/EX","CN",0,"15:10",3,14,546,"0",14,14,1,1,1,0,"F",23564.7044,28,"28_8",1840,NA,23564.7044,5.123570615,0,0,2,"1040","109","417","546","1185","KB","1999",8,2.07944154167984,2.82842712474619,1
"297","916","BrM",106,666,11,11,348,2019-08-06,"8",1997,157,60,"K278106",1,102,-0.182041494,"KO","OW/EX","CN",0,"14:15",1,18,7,"0",18,18,1,1,0,0,"FI",20000.13779,22,"22_8",1134,NA,20000.13779,6.349060431,0,0,2,"666","157","106","7","348","KO","1997",11,2.39789527279837,3.3166247903554,1
"298","921","BrM",217,604,14,14,391,2019-08-09,"8",1998,47,60,"K278111",1,33,0.226870076,"DR","RN/EX","CN",1,"15:10",3,29,223,"1",29,29,1,1,0,3.448275862,"FI",22203.40632,25,"25_8",2294,NA,22203.40632,3.409097045,0,1,3,"604","47","217","223","391","DR","1998",14,2.63905732961526,3.74165738677394,1
"299","922","BrM",349,912,3,3,1188,2019-09-03,"9",1999,1,60,"K278112",1,1,-0.149450475,"KB","LL/EX","CN",0,"09:55",4,13,365,"0",13,13,2,1,1,7.692307692,"FI",14826.65848,28,"28_9",1830,NA,14826.65848,5.123570615,0,0,3,"912","1","349","365","1188","KB","1999",3,1.09861228866811,1.73205080756888,1
"300","922","BrM",187,912,4,4,365,2019-08-28,"8",1998,1,60,"K278112",1,1,-0.149450475,"KB","LL/EX","CN",0,"09:30",1,10,137,"0",10,10,2,2,1,0,"FI",16690.65825,25,"25_8",2294,NA,16690.65825,3.409097045,0,0,2,"912","1","187","137","365","KB","1998",4,1.38629436111989,2,2
"301","922","BrM",187,912,5,5,364,2019-08-27,"8",1998,1,60,"K278112",1,1,-0.149450475,"KB","LL/EX","CN",0,"09:20",1,9,137,"0",9,9,2,2,1,0,"FI",16690.65825,25,"25_8",2294,NA,16690.65825,3.409097045,0,0,2,"912","1","187","137","364","KB","1998",5,1.6094379124341,2.23606797749979,2
"302","922","BrM",349,912,8,8,1175,2019-09-11,"9",1999,1,60,"K278112",1,1,-0.149450475,"MF","LL/EX","CN",0,"08:15",4,23,365,"0",23,23,2,1,1,0,"F",14826.65848,28,"28_9",1830,NA,14826.65848,5.123570615,0,0,3,"912","1","349","365","1175","MF","1999",8,2.07944154167984,2.82842712474619,1
"303","922","BrM",15,912,9,6,351,2019-08-09,"8",1997,1,90,"K278112",1,1,-0.149450475,"DR","LL/EX","CN",1,"15:00",2,27.33333333,3,"1",41,27.33333333,2,1,0,2.43902439,"FI",21371.30252,22,"22_8",1134,NA,21371.30252,6.349060431,0,1,3,"912","1","15","3","351","DR","1997",6,1.79175946922805,2.44948974278318,1
"305","220","BrM",367,924,0,0,1189,2019-08-12,"8",1999,26,60,"C568819",1,20,0.092873751,"KB","PW/NX","CN",0,"10:25",2,13,406,"0",13,13,1,1,1,0,"F",32505.97502,28,"28_8",1840,NA,32505.97502,5.123570615,0,0,3,"924","26","367","406","1189","KB","1999",0,-Inf,0,1
"306","924","BrF",367,220,13,13,1189,2019-08-12,"8",1999,26,60,"K278114",0,20,0.092873751,"KB","EE/EX","CN",0,"10:25",2,13,406,"0",13,13,1,1,1,0,"F",32505.97502,28,"28_8",1840,NA,32505.97502,5.123570615,0,0,3,"220","26","367","406","1189","KB","1999",13,2.56494935746154,3.60555127546399,1
"307","924","BrF",367,220,16,16,1181,2019-08-02,"8",1999,26,60,"K278114",0,20,0.092873751,"KB","EE/EX","CN",0,"12:00",2,27,406,"0",27,27,1,1,1,0,"FI",32505.97502,28,"28_8",1840,NA,32505.97502,5.123570615,0,0,3,"220","26","367","406","1181","KB","1999",16,2.77258872223978,4,1
"310","929","BrM",23,859,7,7,346,2019-08-04,"8",1997,15,60,"K278119",1,10,0.57954231,"KB","FF/FX","CN",0,"14:20",1,19,5,"0",19,19,1,1,0,0,"FI",29661.18915,22,"22_8",1134,NA,29661.18915,6.349060431,0,0,2,"859","15","23","5","346","KB","1997",7,1.94591014905531,2.64575131106459,1
"312","930","BrF",655,1485,8,5.333333333,48,2020-07-16,"7",2005,12,90,"K278120",0,7,0.041248086,"LB","VY/EX","CN",1,"09:25",1,19.33333333,1149,"1",29,19.33333333,1,1,1,0,"FI",NA,37,"37_7",805,14854.20852,14854.20852,3.849363578,1,0,3,"1485","12","655","1149","48","LB","2005",5.33333333333333,1.67397643357167,2.30940107668633,1
"313","930","BrF",655,1485,9,6,53,2020-07-23,"7",2005,12,90,"K278120",0,7,0.041248086,"KH","VY/EX","CN",1,"10:00",1,16.66666667,1149,"1",25,16.66666667,1,1,1,0,"F",NA,37,"37_7",805,14854.20852,14854.20852,3.849363578,1,0,3,"1485","12","655","1149","53","KH","2005",6,1.79175946922805,2.44948974278318,1
"314","949","BrF",387,557,11,11,1174,2019-09-07,"9",1999,57,60,"K278139",0,41,-0.101855235,"MF","VP/EX","CN",0,"14:00",2,17,455,"0",17,17,1,1,1,0,"F",38831.26205,28,"28_9",1830,NA,38831.26205,5.123570615,0,0,2,"557","57","387","455","1174","MF","1999",11,2.39789527279837,3.3166247903554,1
